CD_PROGRAMA_IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;AN_BASE_PRODUCAO;ID_ADD_PRODUCAO_INTELECTUAL;ID_TIPO_PRODUCAO;ID_SUBTIPO_PRODUCAO;DS_NATUREZA;NM_EDITORA;NM_CIDADE;NM_PAIS;DS_IDIOMA;NR_PAGINAS;DS_ISBN_ISSN;DS_DIVULGACAO;DS_URL;DS_OBSERVACOES;IN_GLOSA
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416054;2;10;AVULSA;AMAZONIA REAL;MANAUS;BRASIL;PORTUGUES;3;0000000000;HIPERTEXTO;HTTP://AMAZONIAREAL.COM.BR/HIDRELETRICAS-E-O-IPCC-19-SOCIOLOGIA-DA-CIENCIA/;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416056;2;10;AVULSA;YALE ENVIRONMENT 360;NEW HAVEN, CONNECTICUT;ESTADOS UNIDOS;INGLES;5;0000000000;HIPERTEXTO;HTTP://E360.YALE.EDU/FEATURES/HOW-A-DAM-BUILDING-BOOM-IS-TRANSFORMING-THE-BRAZILIAN-AMAZON;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416062;2;10;AVULSA;MONGABAY;PALO ALTO, CALIFORNIA;ESTADOS UNIDOS;INGLES;8;0000000XXX;HIPERTEXTO;HTTPS://NEWS.MONGABAY.COM/2017/11/INDIGENOUS-LANDS-AT-RISK-AS-AMAZON-SELLOUT-BY-BRAZILS-TEMER-CONTINUES-COMMENTARY/;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416069;2;10;AVULSA;COPERNICUS;AMSTERDAM;HOLANDA;INGLES;3;1810-6285;HIPERTEXTO;HTTP://WWW.BIOGEOSCIENCES-DISCUSS.NET/BG-2016-532/BG-2016-532-RC4-PRINT.PDF;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416085;2;10;AVULSA;AMAZONIA REAL;MANAUS;BRASIL;PORTUGUES;3;0000000000;HIPERTEXTO;HTTP://AMAZONIAREAL.COM.BR/MINERACAO-SOLTA-NA-AMAZONIA/;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416086;2;10;AVULSA;ALERT;TOWNSVILLE;AUSTRALIA;INGLES;3;0000000000;HIPERTEXTO;HTTP://ALERT-CONSERVATION.ORG/ISSUES-RESEARCH-HIGHLIGHTS/2017/9/26/MINING-MADNESS-IN-THE-AMAZON;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416108;2;10;AVULSA;AMAZONIA REAL;MANAUS;BRASIL;PORTUGUES;3;0000000000;HIPERTEXTO;. HTTP://AMAZONIAREAL.COM.BR/PESADELO-AMBIENTAL-NA-AMAZONIA/;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416112;2;10;AVULSA;ALERT;CAIRNS;AUSTRALIA;INGLES;2;000000000X;HIPERTEXTO;HTTP://ALERT-CONSERVATION.ORG/ISSUES-RESEARCH-HIGHLIGHTS/2017/4/20/POLITICAL-ATTACK-ON-AMAZONIAN-PROTECTED-AREAS;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416129;2;10;AVULSA;AMAZONIA REAL;MANAUS;BRASIL;PORTUGUES;3;0000000000;HIPERTEXTO;HTTP://AMAZONIAREAL.COM.BR/SAO-MANOEL-BARRAGEM-AMAZONICA-DERROTA-IBAMA/;-;0
12002011006P9;CIENCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;2017;22416143;2;10;AVULSA;AMAZONIA REAL;MANAUS;BRASIL;PORTUGUES;5;0000000000;HIPERTEXTO;HTTP://AMAZONIAREAL.COM.BR/TERRAS-DE-INDIGENAS-EM-RISCO-ENTREGA-DA-AMAZONIA-POR-TEMER-CONTINUA/;-;0
40001016041P1;MATEMATICA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22416195;2;10;ARTIGO ACEITO PARA PUBLICACAO.;SPRINGER;-;-;INGLES;-;-;VARIOS;-;-;0
40001016041P1;MATEMATICA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22416209;2;10;ARTIGO SUBMETIDO;PREPRINT;-;BRASIL;PORTUGUES;-;-;OUTRO;-;-;0
40001016041P1;MATEMATICA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22416210;2;10;ARTIGO EM PROCESSO DE REVISAO;APPLIED NUMERICAL MATHEMATICS;-;ESTADOS UNIDOS;INGLES;-;-;OUTRO;-;-;0
40001016041P1;MATEMATICA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22416217;2;10;ARTIGO - PREPRINT;PREPRINT;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
40001016041P1;MATEMATICA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22416218;2;10;ARTIGO - PREPRINT;PREPRINT;-;BRASIL;INGLES;53;-;MEIO DIGITAL;HTTPS://ARXIV.ORG/ABS/1612.02033;-;0
40001016041P1;MATEMATICA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22416229;2;10;ARTIGO-PREPRINT;ARXIV;-;BRASIL;INGLES;15;-;MEIO DIGITAL;HTTPS://ARXIV.ORG/ABS/1709.07086;-;0
40001016041P1;MATEMATICA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22416247;2;10;ARTIGO;JOURNAL OF GEOMETRIC ANALYSIS;-;CANADA;INGLES;32;1050-6926;IMPRESSO;-;-;0
33002010004P5;ASTRONOMIA;USP;UNIVERSIDADE DE SAO PAULO;2017;22417227;2;10;ALGORITMO/SOFTWARE;ASTROPHYSICS SOURCE CODE LIBRARY;-;-;INGLES;-;-;OUTRO;ASTROPHYSICS SOURCE CODE LIBRARY, RECORD ASCL:1712.007;"BIBLIOGRAPHIC CODE: 2017ASCL.SOFT12007F AUTORES: FARRENS, SAMUEL; ABDALLA, FILIPE; CYPRIANO, EDUARDO; SARTOR, STEFANO; TORNATORE, LUCA";0
32005016013P0;SERVICO SOCIAL;UFJF;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;2017;22417664;2;10;"ORGANIZACAO DO LIVRO ""A DIMENSAO TECNICO-OPERATIVA NO SERVICO SOCIAL: DESAFIOS CONTEMPORANEOS"".";CORTEZ EDITORA;-;-;PORTUGUES;-;-;IMPRESSO;-;3 EDICAO.;0
32005016013P0;SERVICO SOCIAL;UFJF;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;2017;22417714;2;10;ORGANIZACAO DE LIVRO;PRISMAS LTDA;CURITIBA;BRASIL;PORTUGUES;-;978-85-5507-864-4;IMPRESSO;-;-;0
32005016013P0;SERVICO SOCIAL;UFJF;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;2017;22417733;2;10;ORGANIZACAO DE LIVRO;PAPEL SOCIAL;CAMPINAS;BRASIL;PORTUGUES;204;978-85-65540-38-4;VARIOS;-;-;0
32005016013P0;SERVICO SOCIAL;UFJF;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;2017;22417757;2;10;ORGANIZACAO DE LIVRO.;LUMEN JURIS;RIO DE JANEIRO;BRASIL;PORTUGUES;-;-;OUTRO;-;-;0
32005016013P0;SERVICO SOCIAL;UFJF;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;2017;22417782;2;10;ORGANIZACAO DE LIVRO;BONECKER;RIO DE JANEIRO;BRASIL;PORTUGUES;357;978-85-93479-34-2;MEIO DIGITAL;-;-;0
33129010003P4;ECONOMIA DOS NEGOCIOS;INSPER;INSTITUTO DE ENSINO E PESQUISA;2017;22417858;2;10;WORKING PAPER;MARKETING SCIENCE INSTITUTE WORKING PAPER SERIES;CAMBRIDGE;BRASIL;INGLES;49;-;MEIO DIGITAL;HTTP://WWW.MSI.ORG/REPORTS/DYNAMIC-EFFECTS-OF-INTRAFIRM-RELATIONAL-STRATEGIES-AND-RELATIONAL-STRUCTURE/;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418357;2;10;ENTREVISTA;UNISINOS;SAO LEOPOLDO;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://WWW.IHU.UNISINOS.BR/78-NOTICIAS/574387-KUZMA-E-O-ANO-DO-LAICATO-IGREJA-CONTINUA-DE-PORTAS-FECHADAS;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418483;2;10;VERBETE DE DICIONARIO ESPECIALIZADO;LESSIUS;NAMUR;BELGICA;FRANCES;653;9782872993130;IMPRESSO;WWW.EDITIONSJESUITES.COM;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418486;2;10;ARTIGO;REVISTA MARISTAS DE CHAMPAGNAT;PORTO ALEGRE;BRASIL;PORTUGUES;2;-;IMPRESSO;-;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418491;2;10;ARTIGO;MEIO DIGITAL - CEBS DO BRASIL;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://WWW.CEBSDOBRASIL.COM.BR/2017/10/27/E-TODA-NUDEZ-SERA-CASTIGADA-MAS-QUAL-NUDEZ-CESAR-KUZMA/;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418493;2;10;PREFACIO;VERBO DIVINO;ESTELLA;BRASIL;PORTUGUES;4;0210-1041;MEIO DIGITAL;WWW.VERBODIVINO.ES;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418494;2;10;EDITORIAL DE FASCICULO DO PERIODICO ATUALIDADE TEOLOGICA DO PPG EM TEOLOGIA DA PUC-RIO;LETRA CAPITAL / SISTEMA MAXWELL;RIO DE JANEIRO;BRASIL;PORTUGUES;7;16763742;VARIOS;-;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418569;2;10;ENTREVISTA EM PERIODICO;VIDA NUEVA;MADRID;ESPANHA;ESPANHOL;4;-;MEIO DIGITAL;WWW.RELIGIONDIGITAL.COM;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418577;2;10;VERBETE;THEOLOGICA LATINOAMERICANA ENCICLOPEDIA DIGITAL;BELO HORIZONTE;BRASIL;PORTUGUES;25;9788561227043;MEIO DIGITAL;HTTP://THEOLOGICALATINOAMERICANA.COM/?P=1435;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418593;2;10;VIDEO YOUTUBE;LOYOLA MARYMOUNT UNIVERSITY;LOS ANGELES, CA;ESTADOS UNIDOS;INGLES;-;-;MEIO DIGITAL;"WWW.LMU;EDU";-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418659;2;10;VERBETE;THEOLOGICA LATINOAMERICANA ENCICLOPEDIA DIGITAL;BELO HORIZONTE;BRASIL;PORTUGUES;20;9788561227043;MEIO DIGITAL;HTTP://THEOLOGICALATINOAMERICANA.COM/?P=1430;-;0
31017010005P0;GESTAO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUIDO;USU;UNIVERSIDADE SANTA URSULA;2017;22418941;2;10;DEBATEDOR;UCP;-;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
31017010005P0;GESTAO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUIDO;USU;UNIVERSIDADE SANTA URSULA;2017;22419027;2;10;COORDENADOR DE GRUPO DE TRABALHO;CAED-JUS;-;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
31017010005P0;GESTAO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUIDO;USU;UNIVERSIDADE SANTA URSULA;2017;22419047;2;10;DEBATEDOR;UCP;-;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
31017010005P0;GESTAO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUIDO;USU;UNIVERSIDADE SANTA URSULA;2017;22419218;2;10;MANIFESTO;HTTP://WWW.VALUESINCOMPUTING.ORG/THE-DENVER-MANIFESTO/;-;BRASIL;PORTUGUES;-;-;VARIOS;HTTP://WWW.VALUESINCOMPUTING.ORG/THE-DENVER-MANIFESTO/;-;0
22002014001P5;ADMINISTRACAO DE EMPRESAS;UNIFOR;UNIVERSIDADE DE FORTALEZA;2017;22419503;2;10;ARTIGO DE OPINIAO;FUNDACAO GETULIO VARGAS;RIO DE JANEIRO;BRASIL;PORTUGUES;4;-;MEIO DIGITAL;HTTP://FGVENERGIA.FGV.BR/SITES/FGVENERGIA.FGV.BR/FILES/BOLETIM_CONJUNTURA-JUNHO-2017_V6.PDF;-;0
22002014001P5;ADMINISTRACAO DE EMPRESAS;UNIFOR;UNIVERSIDADE DE FORTALEZA;2017;22419609;2;10;CONSORCIO POS-DOUTORAL;USP;SAO PAULO;BRASIL;PORTUGUES;120;-;VARIOS;WWW.USP.BR/SEMEAD;-;0
26001012082P0;ANTROPOLOGIA SOCIAL;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;2017;22419731;2;10;ARTIGO COMPLETO PUBLICADO EM PERIODICOS;EMBRAPA;BRASILIA/DF;BRASIL;PORTUGUES;-;2175-5566;VARIOS;HTTPS://AINFO.CNPTIA.EMBRAPA.BR/DIGITAL/BITSTREAM/ITEM/161337/1/ACOES-COMUNICACAO-SEMIARIDO.PDF;-;0
26001012082P0;ANTROPOLOGIA SOCIAL;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;2017;22419756;2;10;ORGANIZACAO DE DOSSIE;UNIVERSIDADE FEDERAL DA PARAIBA;JOAO PESSOA;BRASIL;PORTUGUES;4;2447-9837;MEIO DIGITAL;HTTP://WWW.PERIODICOS.UFPB.BR/INDEX.PHP/ALTERA/INDEX;-;0
26001012082P0;ANTROPOLOGIA SOCIAL;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;2017;22419854;2;10;ORELHA DE LIVRO;VIVA;MACEIO;BRASIL;PORTUGUES;74;9788566426977;IMPRESSO;-;-;0
26001012082P0;ANTROPOLOGIA SOCIAL;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;2017;22419895;2;10;APRESENTACAO DE PERIODICO;PROGRAMA DE POS GRADUACAO EM ANTROPOLOGIA SOCIAL;MACEIO;BRASIL;BRETAO;04;2526-3188;MEIO DIGITAL;HTTP://WWW.SEER.UFAL.BR/INDEX.PHP/REVISTAMUNDAU/INDEX;-;0
42001013173P0;MUSEOLOGIA E PATRIMONIO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;22419947;2;10;CATALOGO;MUSEU DA UFRGS;PORTO ALEGRE;BRASIL;PORTUGUES;68;9788564701090;IMPRESSO;-;-;0
42001013173P0;MUSEOLOGIA E PATRIMONIO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;22419974;2;10;TEXTO EDITORIAL;GEARTE : REVISTA DO GRUPO DE PESQUISA EM EDUCACAO E ARTE DO PROGRAMA DE POS-GRADUACAO EM EDUCACAO DA;PORTO ALEGRE;BRASIL;PORTUGUES;2;2357-9854;OUTRO;HTTP://SEER.UFRGS.BR/INDEX.PHP/GEARTE/ARTICLE/VIEW/76134/43517;-;0
42001013173P0;MUSEOLOGIA E PATRIMONIO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;22419980;2;10;TEXTO DE APRESENTACAO;FUNDACAO ECARTA;PORTO ALEGRE;BRASIL;PORTUGUES;1;-;VARIOS;-;-;0
42001013173P0;MUSEOLOGIA E PATRIMONIO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;22420008;2;10;CATALOGO DE EXPOSICAO;CENTRO CULTURAL SAO PAULO;SAO PAULO;BRASIL;PORTUGUES;60;-;IMPRESSO;-;-;0
42001013173P0;MUSEOLOGIA E PATRIMONIO;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;22420060;2;10;CATALOGO DE EXPOSICAO;SANTANDER CULTURAL;SAO PAULO;BRASIL;PORTUGUES;48;9788565954129;VARIOS;-;-;0
28001010058P0;ANTROPOLOGIA;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;2017;22420303;2;10;CONTO PUBLICADO EM REVISTA CULTURAL;ACADEMIA DE LETRAS DA BAHIA;SALVADOR;BRASIL;PORTUGUES;3;1518-1766;IMPRESSO;-;-;0
31010016151P1;VIGILANCIA E CONTROLE DE VETORES;FIOCRUZ;FUNDACAO OSWALDO CRUZ (FIOCRUZ);2017;22421271;2;10;NOTA TECNICA;SECRETARIA DE SAUDE DO ESTADO DO PARANA, SUPERITEDENCIA DE VIGILANCIA EM SAUDE, CENTRO DE VIGILANCIA;PARANA;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
31010016151P1;VIGILANCIA E CONTROLE DE VETORES;FIOCRUZ;FUNDACAO OSWALDO CRUZ (FIOCRUZ);2017;22421346;2;10;CARTILHA;INSTITUTO INTERAMERICANO DE COOPERACION PARA LA AGRICULTURA, IICA;VARIOS PAISES - BRASILIA;BRASIL;PORTUGUES;35;-;MEIO DIGITAL;-;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421588;2;10;TEXTOS PARA DISCUSSAO 006 | 2017 (INSTITUTO DE ECONOMIA DA UFRJ);INSTITUTO DE ECONOMIA/UFRJ;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://WWW.IE.UFRJ.BR/IMAGES/PESQUISA/PUBLICACOES/DISCUSSAO/2017/TDIE0062017PINTO-ET-AL.PDF;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421606;2;10;TEXTTO PARA DISCUSSAO DO IE;IE/UFRJ;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://WWW.IE.UFRJ.BR/IMAGES/PESQUISA/PUBLICACOES/DISCUSSAO/2017/TDIE0152017BASTOSOLIVEIRA.PDF;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421607;2;10;TECHNOLOGICAL LEARNING AND INDUSTRIAL INNOVATION WORKING PAPER SERIES;FGV/EBAPE;-;BRASIL;PORTUGUES;-;2316-7726;MEIO DIGITAL;-;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421608;2;10;TECHNOLOGICAL LEARNING AND INDUSTRIAL INNOVATION WORKING PAPER SERIES;EBAPE/FGV;RIO DE JANEIRO;BRASIL;PORTUGUES;86;2316-7726;MEIO DIGITAL;HTTP://BIBLIOTECADIGITAL.FGV.BR/OJS/INDEX.PHP/TLII-WPS/ARTICLE/VIEW/66699/PDF_13;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421609;2;10;TECHNOLOGICAL LEARNING AND INDUSTRIAL INNOVATION WORKING PAPER SERIES;FGV/EBAPE;-;BRASIL;PORTUGUES;40;2316-7726;MEIO DIGITAL;HTTP://BIBLIOTECADIGITAL.FGV.BR/OJS/INDEX.PHP/TLII-WPS/ARTICLE/VIEW/66039/PDF_12;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421610;2;10;TECHNOLOGICAL LEARNING AND INDUSTRIAL INNOVATION WORKING PAPER SERIES;FGV/EBAPE;-;BRASIL;PORTUGUES;-;2316-7726;MEIO DIGITAL;HTTP://BIBLIOTECADIGITAL.FGV.BR/OJS/INDEX.PHP/TLII-WPS/ARTICLE/VIEW/65738/PDF_10;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421611;2;10;TECHNOLOGICAL LEARNING AND INDUSTRIAL INNOVATION WORKING PAPER SERIES;EBAPE/FGV;RIO DE JANEIRO;BRASIL;PORTUGUES;25;2316-7726;MEIO DIGITAL;HTTP://BIBLIOTECADIGITAL.FGV.BR/OJS/INDEX.PHP/TLII-WPS/ARTICLE/VIEW/66714/PDF_14;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421635;2;10;TEXTO PARA DISCUSSAO IE-UFRJ 024/2017;INSTITUO DE ECONOMIA DA UFRJ;-;BRASIL;INGLES;-;-;MEIO DIGITAL;-;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421637;2;10;TEXTO PARA DISCUSSAO;INSTITUTO BRASILEIRO DO PETROLEO;RIO DE JANEIRO;BRASIL;PORTUGUES;49;-;MEIO DIGITAL;HTTPS://WWW.IBP.ORG.BR/PERSONALIZADO/UPLOADS/2017/07/TD_ATRATIVIDADE-DO-UPSTREAM-BRASILEIRO-PARA-AL%C3%A9M-DO-PR%C3%A9-SAL-SITE.PDF;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421644;2;10;ARTIGO EM BLOG/SITE;INSTITUTO MERCADO POPULAR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://MERCADOPOPULAR.ORG/2017/04/BOAS-DEMOCRACIAS-GERAM-MENOS-CORRUPCAO-E-MAIOR-CRESCIMENTO-ECONOMICO/.;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421652;2;10;TEXTO PARA DISCUSSAO 005/2017 DISCUSSION PAPER 005 / 2017;INSTITUTO DE ECONOMIA;RIO DE JANEIRO;BRASIL;INGLES;-;-;MEIO DIGITAL;HTTP://WWW.IE.UFRJ.BR/IMAGES/PESQUISA/PUBLICACOES/DISCUSSAO/2017/TDIE0052017TORRES-FILHOMACAHYBAMARTINS.PDF;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421690;2;10;TEXTO PARA DISCUSSAO IE-UFRJ 033/2017;INSTITUTO DE ECONOMIA DA UFRJ;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421693;2;10;TEXTO PARA DISCUSSAO 026;IE/UFRJ;RIO DE JANEIRO;BRASIL;PORTUGUES;45;-;MEIO DIGITAL;HTTP://WWW.IE.UFRJ.BR/INDEX.PHP/PUBLICACOES/TEXTOS-PARA-DISCUSSAO;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421697;2;10;WORKING PAPER SUBMETIDO AO REVIEW OF ECONOMIC STUDIES;CPI TECHNICAL REPORT/PUC-RIO;-;ESTADOS UNIDOS;INGLES;-;-;MEIO DIGITAL;HTTPS://CLIMATEPOLICYINITIATIVE.ORG/PUBLICATION/DETERRING-DEFORESTATION-IN-THE-BRAZILIAN-AMAZON-ENVIRONMENTAL-MONITORING-AND-LAW-ENFORCEMENT/;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421711;2;10;DOSSIE;EDITORA DA ABET;RIO DE JANEIRO;BRASIL;PORTUGUES;232;16764439;VARIOS;HTTP://ABET-TRABALHO.ORG.BR/REVISTA-ABET-DOSSIE-REFORMA-DA-PREVIDENCIA/;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421717;2;10;ARTIGO EM BLOG/SITE;INSTITUTO MERCADO POPULAR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://MERCADOPOPULAR.ORG/2017/03/EDUCACAO-INFANTIL-O-POTE-DE-OURO-QUE-O-BRASIL-NAO-DESCOBRIU/;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421752;2;10;ARTIGO / PAPER;RED LATINOAMERICANA SOBRE DEUDA, DESARROLLO Y DERECHOS (LATINDADD);LIMA;PERU;ESPANHOL;56;-;MEIO DIGITAL;HTTP://WWW.LATINDADD.ORG/WP-CONTENT/UPLOADS/2017/07/EXTRACCI%C3%B3NDERECRUSOSENBRASIL-2.PDF;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421764;2;10;TEXTO PARA DISCUSSAO;IBP;RIO DE JANEIRO;BRASIL;PORTUGUES;46;-;MEIO DIGITAL;HTTPS://WWW.IBP.ORG.BR/PERSONALIZADO/UPLOADS/2017/04/2017_TD_GAS_DO_PRE_SAL_OPORTUNIDADES_DESAFIOS_E_PERSPECTIVAS-1.PDF;-;0
31001017025P0;ECONOMIA DA INDUSTRIA E DA TECNOLOGIA;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;22421766;2;10;WIDER WORKING PAPER 105/2017;UNITED NATIONS UNIVERSITY;HELSINKI;ISLANDIA;INGLES;22;9789292563295;MEIO DIGITAL;HTTPS://WWW.WIDER.UNU.EDU/SITES/DEFAULT/FILES/WP2017-105.PDF;ISSN 1798-7237;0
